ensembl_gene_id	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10
ENSG00000274303	1.13322747935215	2.92418884744512	3.64588617582401	1.23976338460592	2.64336950106479	4.40835387173295	3.78586346817117	-1.78245026097968	-2.78670493158157	-1.60454624588037
ENSG00000273591	1.13322747935215	2.92418884744512	3.64588617582401	1.23976338460592	2.64336950106479	4.40835387173295	3.78586346817117	-1.78245026097968	-2.78670493158157	-1.60454624588037
ENSG00000271394	1.13322747935215	2.92418884744512	3.64588617582401	1.23976338460592	2.64336950106479	4.40835387173295	3.78586346817117	-1.78245026097968	-2.78670493158157	-1.60454624588037
ENSG00000202198	1.13322747935215	2.92418884744512	3.64588617582401	1.23976338460592	2.64336950106479	4.40835387173295	3.78586346817117	-1.78245026097968	-2.78670493158157	-1.60454624588037
ENSG00000276626	1.13322747935215	2.92418884744512	3.64588617582401	1.23976338460592	2.64336950106479	4.40835387173295	3.78586346817117	-1.78245026097968	-2.78670493158157	-1.60454624588037
ENSG00000275933	1.13322747935215	2.92418884744512	3.64588617582401	1.23976338460592	2.64336950106479	4.40835387173295	3.78586346817117	-1.78245026097968	-2.78670493158157	-1.60454624588037
ENSG00000277313	1.13322747935215	2.92418884744512	3.64588617582401	1.23976338460592	2.64336950106479	4.40835387173295	3.78586346817117	-1.78245026097968	-2.78670493158157	-1.60454624588037
ENSG00000121410	2.19848362792732	6.8263253600209	5.22809638671153	7.0491430694613	5.98604730882301	3.42271635448242	5.42257636892554	3.06982743684927	3.13405125820066	2.01349291127287
ENSG00000268895	1.20291185785867	-0.232813581735914	-1.30815051881645	0.516366314462171	3.602194869484	4.00799224358969	2.85880237674237	1.48395723469254	2.14163810953907	2.50127853673709
ENSG00000148584	0.556569756504402	-0.937343486060035	0.489297356227674	-0.889767675407333	-0.921888990513645	0.564697128860521	1.21672726243217	-1.19972002255146	-1.04847006728876	0.772321806886589
ENSG00000175899	0.160911701892644	-1.72265982414263	2.01831739967941	-0.552641578106396	-1.28630770436404	-1.93771356495396	-0.156148952658507	-1.1855108656729	-1.47559015668969	-2.37217768198794
ENSG00000245105	-4.07292957167586	0.453228864822395	-2.68019634113342	-3.80889339070135	0.753924356033011	0.163071420653675	-2.90637066321491	-2.94507195307401	-2.42155306028213	0.92263001313144
ENSG00000166535	2.96969029871382	0.831381145050503	0.358916332754545	0.0445731920570336	-0.372879148101581	2.46416621744967	0.455158926159939	1.82282209783595	1.32251900864506	0.132474321561886
ENSG00000094914	4.91563972274641	4.08173346695779	5.22289571445335	2.4179915412228	3.22256341174063	3.11502123816078	4.58011143524167	4.98802616464997	4.72018354200628	5.50150791634941
ENSG00000081760	4.9030765099327	5.22357267605459	4.94166439555352	3.86466377573492	5.14057348985301	6.08425964323439	6.2681675320212	5.94555210787571	6.04550524963166	4.90794468600178
ENSG00000250420	1.7246700688994	0.29685229624289	-2.63796812799502	1.36474211388706	1.22654398775256	0.615036770192955	-0.431526557931917	-0.785156013703785	0.589445262881456	-1.74969054701736
ENSG00000197953	-0.0633517302729742	-0.752816438529971	0.372065015457974	-0.652345549463459	-0.380899255916723	-0.946282543803658	0.561968043126285	-1.34351764138208	0.819274631125597	-1.42372396672547
ENSG00000109576	0.188462229876833	1.04549088968823	-2.38618066196565	0.567252137988875	0.858240335946867	-2.47532285931292	-0.655588961487696	0.562187732764281	-0.961329033810545	-0.434380173454927
ENSG00000103591	2.74355718885571	4.38215993704318	2.97073644564601	4.33936252179985	2.93997139727814	3.32185398742972	3.71654667710733	2.43884261977923	3.44579703216814	2.39917923031888
ENSG00000115977	7.8271199354202	7.28285629160062	7.15653275572677	7.16344464319751	8.48176616586964	6.84066569432418	6.52487507219838	8.36017621752279	7.78823370612045	6.84976309810155
ENSG00000087884	3.25754457835176	2.56518107552946	3.21074304105631	2.8113763748459	2.77421177363966	2.08511411481507	3.16812170472539	2.36720786221922	2.07071010252263	3.61650216159312
ENSG00000127837	5.07952671431743	5.3179870592868	5.64916549454344	4.9951588317575	5.2917660124615	4.15623984541906	5.48771855344037	4.53697156593906	4.71816153776876	4.13338425366496
ENSG00000129673	0.891070478647267	0.930077480376894	3.51178672555415	-1.03483232666098	0.657457940592371	0.163297974969884	1.11718048084577	-0.630249440774431	0.0365822317436164	0.164226174259963
ENSG00000131043	4.22483170197742	4.52399481204954	4.38206257932564	3.4828443522927	4.18819280075542	3.41363684147901	4.68361474794278	3.52214545286431	3.64341237985976	3.65992833311353
ENSG00000205002	0.142014521476404	0.228800545455917	-0.0387029923903913	2.62069778142685	3.29266043345358	2.83774346402385	0.901094065782865	0.905981216114134	1.50910771366825	1.88790635849078
ENSG00000124608	2.82940664395569	3.93121048615684	4.3268723358823	4.05811011200979	3.06854070108962	3.31886714484808	2.69038934220323	4.07515296757874	4.0294923035826	2.11626799812702
ENSG00000266967	5.09875128411968	4.98315945965695	5.3296717853607	4.60427113857769	4.21185528682219	3.05387604488375	4.93445202009693	3.08523071938955	5.2677180904678	4.61459739146104
ENSG00000157426	3.35122714757491	2.5912792357368	2.04450401818085	3.19295443915747	3.25100237550616	4.0029068276269	3.35626487526516	2.76153840080173	2.47658488163966	3.66861533174733
ENSG00000149313	4.77001544714115	5.1461427568539	4.81665326041026	4.12615387972936	3.55638266122653	4.39099796354023	5.83436749057427	4.85301918203759	3.59054347654957	4.38966389719791
ENSG00000008311	4.20078774406606	1.68201391069544	1.47431261559114	3.54590289593724	0.312113425421464	0.929982309833805	3.58812931738531	1.70037755442404	1.82380251547454	1.76465608206956
ENSG00000215458	-0.17710241609626	-1.32768650185014	-0.404916274481897	-0.810849985825365	-0.385963639342596	-0.438698476469109	-1.64462686730424	-0.551355675038594	-1.54855313038006	-0.803651831292931
ENSG00000275700	4.70523318775915	4.18291149281591	6.44031021839411	4.54884841572779	5.33070098165699	5.68174954439484	3.77239184663881	5.14970858663461	6.01617867098373	4.44990491114463
ENSG00000181409	2.02669301720326	0.311211131602209	3.04676526039892	1.78990174066819	-2.60852223017808	-2.42853579355409	-2.25253803187654	-2.71493969659855	-0.665305585474877	-2.31292606355705
ENSG00000281376	2.24001272842947	1.89264697773216	0.625856468047985	0.227031508519535	2.13031723073482	0.902200804836864	1.72755285938157	1.69771168391393	1.92942807223287	0.848263675023738
ENSG00000183044	4.13081247515507	4.18677751607193	3.1046299703949	2.81544363292405	3.21607011296801	4.20749942447789	3.55898725093253	2.89941379348987	4.32734820160676	4.37469494250959
ENSG00000165029	5.2445873345146	6.33279699253216	7.55357519724321	7.06367130862594	4.48053952812122	7.21268747415565	5.67762566251614	5.73039336878869	7.09315294453267	6.39591396859218
ENSG00000154263	-0.90622995274796	-0.754695376647349	1.37480156910339	0.76567758884224	-0.169146574691232	0.0987864098000557	-1.67723631216672	2.699592142238	2.26245539575587	0.648709682335082
ENSG00000251595	-1.75145655617596	-1.05214723633993	-0.746911493556723	-2.84039731822448	-0.919949824267587	-0.860830381198072	-3.06034829310259	-1.96343999643918	-1.57314101292994	-0.699735009463259
ENSG00000144452	0.726409482938114	-1.00915978893608	-0.971148672549289	-0.597525041334269	0.869567173318083	-2.62859199440934	-3.01346783165841	-1.62052828650776	-1.13764870289983	1.1229836686112
ENSG00000179869	4.6777249956478	1.76171919302483	1.88634566792749	0.759142509076692	3.920795831899	1.22745750846379	0.439643076436299	0.56725271384809	4.10284819133741	2.13963129528841
ENSG00000107331	6.1698944086432	7.0540476765358	4.42286425190218	6.04501430384911	8.08674845805167	7.31643371024153	7.63986683657603	5.02042334701644	6.73410184068064	4.39323481282786
ENSG00000167972	-0.250626055560189	0.506680090680912	-1.80025290766322	-2.74936155279097	-1.49221629753676	2.40291547863443	-0.729527212299487	0.798828531452485	2.26641619251686	2.64361536026472
ENSG00000198691	-1.40367891471211	2.48701762298557	-1.05794419618198	1.87571511509338	-2.91363875930583	1.44250614362917	0.852924295139585	1.18450410868143	-1.06304337539973	-2.60905892965736
ENSG00000154265	2.54341020223664	1.48234418974251	1.82210685367089	1.8654346951827	2.04393114419413	0.939298258753479	2.24161657543623	3.80782410963618	0.898353029470544	3.60825929575142
ENSG00000154262	4.37504722793407	0.284039995989229	-0.386138396452889	3.93558887335904	3.13036422478581	4.1725344622403	0.17143034361605	3.71877434541643	2.73337359898644	1.00335775984619
ENSG00000064687	4.67377433841399	5.27615508357366	4.27007441148185	5.89338290535431	6.09681788563208	4.89807666023758	4.13296453842156	6.42497759365459	4.54260093259839	5.04495984747074
ENSG00000141338	0.918324394420941	-1.55862462954485	2.6374469478406	-0.688725053519024	-0.604014799081199	-0.254773163615857	-0.2120199404126	-0.654243043556417	0.724309624411309	-1.27744608275731
ENSG00000154258	4.21133748990073	2.29567989198006	1.3761283494297	2.59956164368418	3.57655770379601	6.00474063327985	2.39550298250575	1.00539710462453	6.95947510012354	6.90917679108051
